second,src,dst,packetcount,src_ratio,dst_ratio,src_duration_ratio,dst_duration_ratio,TotalPacketDuration,TotalPacketLenght,src_packet_ratio,dst_packet_ratio,DioCount,DisCount,DaoCount,OtherMsg
84.0,37,44,21,0.22105263,1.0,0.03549293,1.0,0.03499603271484375,2079,0.2985782,1.0,21,0,0,0
85.0,28,44,57,0.7808219,0.89041096,0.9929117,0.9989874,0.9800033569335938,3762,0.7265353,0.87949014,0,57,0,1560
85.0,37,44,8,0.10958904,0.89041096,0.006075691,0.9989874,0.0059967041015625,792,0.1529548,0.87949014,8,0,0,0
85.0,42,22,3,0.04109589,0.04109589,0.0,0.0,0.0,234,0.045191195,0.045191195,0,0,3,0
85.0,34,41,5,0.06849315,0.06849315,0.0010126152,0.0010126152,0.00099945068359375,390,0.07531866,0.07531866,0,0,5,0
86.0,28,44,51,1.0,1.0,1.0,1.0,0.990997314453125,3366,1.0,1.0,0,51,0,1611
87.0,28,44,51,0.7083333,0.7777778,0.8971354,0.9960457,0.9070053100585938,3366,0.6588373,0.7557252,0,51,0,1662
87.0,34,41,5,0.06944445,0.06944445,0.0039542993,0.0039542993,0.003997802734375,390,0.07633588,0.07633588,0,0,5,0
87.0,37,40,5,0.06944445,0.06944445,0.0,0.0,0.0,390,0.07633588,0.07633588,0,0,5,0
87.0,32,22,1,0.013888889,0.083333336,0.0,0.0,0.0,78,0.015267176,0.091603056,0,0,1,0
87.0,24,22,5,0.06944445,0.083333336,0.0,0.0,0.0,390,0.07633588,0.091603056,0,0,5,0
87.0,23,44,5,0.06944445,0.7777778,0.0989103,0.9960457,0.09999847412109375,495,0.09688784,0.7557252,5,0,0,0
88.0,23,44,24,0.15189873,0.7468355,0.25984275,0.78543055,0.26399993896484375,2376,0.18020478,0.7633675,24,0,0,0
88.0,22,44,15,0.094936706,0.7468355,0.1958639,0.78543055,0.19899749755859375,1485,0.11262798,0.7633675,15,0,0,0
88.0,28,44,49,0.31012657,0.7468355,0.06201143,0.78543055,0.0630035400390625,3234,0.24527873,0.7633675,0,49,0,1711
88.0,25,41,38,0.24050634,0.24050634,0.21456945,0.21456945,0.2180023193359375,2964,0.22480091,0.22480091,0,0,38,0
88.0,35,44,20,0.12658228,0.7468355,0.17716585,0.78543055,0.18000030517578125,1980,0.15017065,0.7633675,20,0,0,32
88.0,34,44,3,0.01898734,0.7468355,0.0009837124,0.78543055,0.00099945068359375,297,0.022525597,0.7633675,3,0,0,0
88.0,24,22,2,0.012658228,0.012658228,0.0,0.0,0.0,156,0.011831627,0.011831627,0,0,2,0
88.0,32,44,7,0.044303797,0.7468355,0.089562885,0.78543055,0.09099578857421875,693,0.052559726,0.7633675,7,0,0,0
89.0,32,44,22,0.16176471,0.89705884,0.2352964,0.85497963,0.23200225830078125,2178,0.1879855,0.9057483,22,0,0,0
89.0,24,22,4,0.029411765,0.029411765,0.069972225,0.069972225,0.06899261474609375,312,0.026929053,0.026929053,0,0,4,0
89.0,28,44,48,0.3529412,0.89705884,0.42190704,0.85497963,0.4160003662109375,3168,0.27343345,0.9057483,0,48,0,1759
89.0,22,44,17,0.125,0.89705884,0.077083185,0.85497963,0.0760040283203125,1683,0.14526153,0.9057483,17,0,0,0
89.0,34,44,26,0.19117647,0.89705884,0.11865797,0.85497963,0.11699676513671875,2574,0.22216468,0.9057483,26,0,0,0
89.0,35,44,9,0.066176474,0.89705884,0.0020350209,0.85497963,0.00200653076171875,891,0.07690316,0.9057483,9,0,0,32
89.0,25,41,10,0.073529415,0.073529415,0.07504817,0.07504817,0.07399749755859375,780,0.067322634,0.067322634,0,0,10,0
90.0,28,44,124,0.50612247,0.6244898,0.514848,0.6471615,0.5019760131835938,8184,0.4489057,0.60638475,0,124,0,1883
90.0,25,41,62,0.25306123,0.2734694,0.30462852,0.30565357,0.2970123291015625,4836,0.26526245,0.2866546,0,0,62,0
90.0,31,44,29,0.118367344,0.6244898,0.13231348,0.6471615,0.12900543212890625,2871,0.15747902,0.60638475,29,0,0,0
90.0,37,35,25,0.10204082,0.10204082,0.047184944,0.047184944,0.0460052490234375,1950,0.10696067,0.10696067,0,0,25,0
90.0,34,41,5,0.020408163,0.2734694,0.0010250793,0.30565357,0.00099945068359375,390,0.021392135,0.2866546,0,0,5,0
91.0,28,44,95,0.6551724,0.6551724,0.7780096,0.7780096,0.7710113525390625,6270,0.61651915,0.61651915,0,95,0,1978
91.0,25,41,4,0.027586207,0.062068965,0.07164358,0.07366063,0.0709991455078125,312,0.030678466,0.06902655,0,0,4,0
91.0,34,41,5,0.03448276,0.062068965,0.0020170447,0.07366063,0.0019989013671875,390,0.038348082,0.06902655,0,0,5,0
91.0,37,35,41,0.28275862,0.28275862,0.14832978,0.14832978,0.14699554443359375,3198,0.3144543,0.3144543,0,0,41,0
92.0,28,44,37,0.26811594,0.7826087,0.2404804,0.66733176,0.23999786376953125,2442,0.20675641,0.8018796,0,37,0,2015
92.0,24,44,29,0.21014492,0.7826087,0.16132683,0.66733176,0.16100311279296875,2871,0.24307849,0.8018796,29,0,0,0
92.0,35,22,5,0.036231883,0.072463766,0.07214335,0.13426447,0.07199859619140625,390,0.033020064,0.06604013,0,0,5,0
92.0,34,41,5,0.036231883,0.072463766,0.0010014601,0.059124373,0.00099945068359375,390,0.033020064,0.06604013,0,0,5,0
92.0,42,22,5,0.2173913,0.072463766,0.19838849,0.13426447,0.0619964599609375,390,0.24257049,0.06604013,0,0,5,0
92.0,40,44,16,0.11594203,0.7826087,0.051105045,0.66733176,0.05100250244140625,1584,0.13411227,0.8018796,16,0,0,0
92.0,37,35,10,0.072463766,0.072463766,0.13927941,0.13927941,0.13899993896484375,780,0.06604013,0.06604013,0,0,10,0
92.0,42,44,25,0.2173913,0.7826087,0.19838849,0.66733176,0.13599395751953125,2475,0.24257049,0.8018796,25,0,0,0
92.0,39,41,5,0.036231883,0.072463766,0.05812291,0.059124373,0.05800628662109375,390,0.033020064,0.06604013,0,0,5,0
92.0,29,44,1,0.007246377,0.7826087,0.07815211,0.66733176,0.07799530029296875,99,0.008382017,0.8018796,1,0,0,0
93.0,42,44,4,0.08181818,0.6363636,0.11132909,0.7960583,0.06099700927734375,396,0.07820895,0.68955225,4,0,0,0
93.0,29,44,28,0.25454545,0.6363636,0.17537095,0.7960583,0.17800140380859375,2772,0.27582088,0.68955225,28,0,0,0
93.0,35,22,5,0.045454547,0.09090909,0.0,0.05123348,0.0,390,0.03880597,0.07761194,0,0,5,0
93.0,34,41,5,0.045454547,0.045454547,0.05221816,0.05221816,0.05300140380859375,390,0.03880597,0.03880597,0,0,5,0
93.0,42,22,5,0.08181818,0.09090909,0.11132909,0.05123348,0.052001953125,390,0.07820895,0.07761194,0,0,5,0
93.0,37,35,25,0.22727273,0.22727273,0.100490086,0.100490086,0.10199737548828125,1950,0.19402985,0.19402985,0,0,25,0
93.0,32,44,12,0.10909091,0.6363636,0.008869646,0.7960583,0.009002685546875,1188,0.11820895,0.68955225,12,0,0,0
93.0,40,44,13,0.11818182,0.6363636,0.24335152,0.7960583,0.24700164794921875,1287,0.1280597,0.68955225,13,0,0,0
93.0,41,44,13,0.11818182,0.6363636,0.30837053,0.7960583,0.31299591064453125,1287,0.1280597,0.68955225,13,0,0,0
94.0,41,44,30,0.4054054,0.6891892,0.63077396,0.8828416,0.5330047607421875,2970,0.43402016,0.7378343,30,0,0,0
94.0,32,44,17,0.22972973,0.6891892,0.18343024,0.8828416,0.154998779296875,1683,0.24594477,0.7378343,17,0,0,0
